title,tags,source,created
测试Skill从0到1：需求拆解→用例生成→场景补全→质量评审全流程,clippings | skill | prd | pm | AI-test,https://mp.weixin.qq.com/s/nfzi1Tn2ztQjA-S7QOtmzQ,2026-09-01
把 Agent 测试结果整理成一个真正能展示的作品,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/Vb_LTZF2sfHTgqr255fKfw,2026-09-01
怎么构建一套真正有用的 AI Eval？从真实失败到持续优化的9个原则,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/vyadfXD5Mc26yFdFv6NQNg,2026-09-01
开源Doc-System-KB-Builder skill：把项目文档从“可阅读文件”变成“可治理知识系统”,clippings | skill | llm-wiki,https://mp.weixin.qq.com/s/SSHYgROukoi2i2C4sLeheg,2026-09-01
从 0 到 1 搭建 Agent 评测体系：Anthropic 的方法与实践,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/kIsseo5hXFB8UXnZ3gAr0w,2026-09-01
一份 AGENTS.md，让不同 AI Agent 共用项目规则,clippings | agent-md,https://mp.weixin.qq.com/s/xA0R38aT1EGoASFiBNU-2w,2026-09-01
"《Agent 可观测性实战》01 | 从\""能跑\""到\""可信\""：Agent 为什么把可观测性推上刚需",clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/9beZxFNTK0nTrihoRHTzdg,2026-09-01
LLM & Agent 刷题路线图上线,clippings | LLM,https://mp.weixin.qq.com/s/YT2W0otNCA7_k4utjda0WQ,2026-09-01
How we build evals for Deep Agents,clippings | eval,https://www.langchain.com/blog/how-we-build-evals-for-deep-agents,2026-09-01
How to Build Great Evals for AI Agents,clippings | eval,https://manjeet.substack.com/p/how-to-build-great-evals-for-ai-agents,2026-09-01
Demystifying evals for AI agents,clippings | eval,https://www.anthropic.com/engineering/demystifying-evals-for-ai-agents,2026-09-01
Context Engineering Kit：把上下文工程做成可按需安装的插件市场,clippings | skill,https://mp.weixin.qq.com/s/Z4tZenRQPcx6ZetNKtChKg,2026-09-01
Agent测评框架——怎么判断一个AI Agent好不好用？,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/KRKKYCaGxZ5aUOWbfm_TBg,2026-09-01
"Agent测评框架 ②：什么是\""好的评测\",clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/L8wUv715BxstcLOruJVatA,2026-09-01
AI评测方法论 ⑥：如何设计 Agent 的知识可靠性与幻觉测评集,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/CYMfMajkR1HtsiPFoaiQ1Q,2026-09-01
AI评测方法论 ⑤：如何评估 Agent 的 Tool 与 Skill 调用准确率,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/b3WFt2QRVDRTt_pIkfRL5g,2026-09-01
AI评测方法论 ④：如何评估 Agent 的规划与任务执行能力,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/rvaseZhvDLDMrRtS7ycdYw,2026-09-01
AI评测方法论 ④：如何评估 Agent 的规划与任务执行能力,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/rvaseZhvDLDMrRtS7ycdYw,2026-09-01
AI评测方法论 ③：Agent 测评集——是什么、测什么、怎么搭第一版,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/PfRXKlMzEre_qRIjrlS5tA,2026-09-01
AI产品经理工作流17：用AI做版本规划,clippings | prd,https://mp.weixin.qq.com/s/dqAr8yZyILcBbCVgxmmD9Q,2026-09-01
AI Graph工程（06）—— 研发流程实战：从需求到上线，Graph 工程怎么用,clippings | graph,https://mp.weixin.qq.com/s/9-8uE2QHjIPZCbIDeIhA7Q,2026-09-01
谷歌重磅发布WikiSkill，技能可以自己进化了！,clippings | llm-wiki,https://mp.weixin.qq.com/s/rmS1mtEBMdb_png2Nvddvg,2026-08-31
"给 AI Agent 系统垫一层\""审计员\""，这个开源项目拿下 12000+ Star，号称 Agent 版 Palantir！",clippings | agent-test | todo | eval,https://mp.weixin.qq.com/s/Yie27C9y9uRwkQ0sz2GjpA,2026-08-31
"我用一套\""知识库 + 三层框架 + 4 个 Skill\""，把接口自动化从 3 天干到 10 分钟",clippings | AI-test | skill,https://mp.weixin.qq.com/s/dWt0URLE06z88NLl1qeWMg,2026-08-31
开源 LLM Artifact Evaluator Skill：为 AI 生成物建立独立验证层,clippings | agent-test | todo | eval,https://mp.weixin.qq.com/s/vHhulu0XLgsVDJGq9MF87w,2026-08-31
在 Codex 里随时切换不同厂家的 Harness,clippings | codex-host | codex,https://mp.weixin.qq.com/s/Ggi2jCyI9pvkadanQn39lg,2026-08-31
别再死磕 Prompt：用 Briefing Loop 让 AI 回答质量提升 10 倍,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/6MzEu4sC2upyZVo0z2mgVg,2026-08-31
一人公司如何自动化 49 件事：solo-skills 开源 26 个 AI 智能体技能,clippings | skill | github,https://mp.weixin.qq.com/s/RMlJccqjepvtsLZ8Hpzy_g,2026-08-31
wloc：iOS 虚拟定位开源工具，地图选点 + 快捷指令一键切换，支持 6 大代理,clippings | github | UI-test,https://mp.weixin.qq.com/s/s6KK_ZT957OG5FiizcYsew,2026-08-31
Skill资料系列17：需求变更分析Skill，让AI自动判断“改这一处，会影响哪里”,clippings | skill | prd,https://mp.weixin.qq.com/s/90uHA_ruy26jMJl4JMVjRA,2026-08-31
JIT-Agent：重新定义 Agent 能力边界，Harness 智能成为第三增长曲线,clippings | harness | dsh | agent-test,https://mp.weixin.qq.com/s/s9Tpf9HJRr4CGSs_QooDKw,2026-08-31
Agent 评估体系：从单次回答到质量回归,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/_vIQnstyj5xE3AuhuQaD-A,2026-08-31
5个开源LLM评估工具：把答非所问从23%砍到2%,clippings | LLM | eval | agent-test | todo,https://mp.weixin.qq.com/s/21iYpEhOBMWR3NjjJUa23g,2026-08-31
📡 agents-radar,clippings | AI-news | github,https://duanyytop.github.io/agents-radar/#2026-08-28/ai-cli,2026-08-29
XiaomingX/ai-money-maker-handbook: ai副业赚钱大集合，教你如何利用ai做一些副业项目，赚取更多额外收益。The Ultimate Guide to Making Money with AI Side Hustles: Learn how to leverage AI for some cool side gigs and rake in some extra cash. Check out the English version for more insights.,clippings | github,https://github.com/XiaomingX/ai-money-maker-handbook,2026-08-29
阿里开源 AI 代码审查神器 Open Code Review，精准到行的代码质量守护者,clippings | code-review,https://mp.weixin.qq.com/s/qBSNvmD0GMRNFAMtyWKiWQ,2026-08-28
一个 SKILL.md 拿下 2.3 万 Star：让 Codex/Claude Code 少说废话、先给答案,clippings | skill,https://mp.weixin.qq.com/s/bT275FddfIsZ4m3OnQcMhQ,2026-08-28
AI Coding 之后，如何让 Agent 进入企业研发全链路？得物推荐的 Harness 实践,clippings | agent-test | harness,https://mp.weixin.qq.com/s/mh8XQH5oDk5gq4EZq6oMlQ,2026-08-28
"深入解析Deep Agents 的上下文工程：让长任务 agent 不\""失忆\""也不\""撑爆\",clippings | deepagent | agent-test,https://mp.weixin.qq.com/s/BtgZtdDrJ_VrKfFcEzA1sw,2026-08-27
